ArticleTitle,ArticleID,Fund,WinningBid 
Double Needle T-Shirt,83704,Enterprise,$5.00 
New Era Hat,83726,Enterprise,$13.00 
2002 Wellcraft 2600 Martinique w/ Trailer,83705,Enterprise,$20632.32 
2013 SeaDoo & 2011 Kawasaki Jet Skis w/ Trailer,83706,Enterprise,$15900.00 
2000 Mitsubishi Galant,83707,Enterprise,$815.00 
1999 Dodge Intrepid,83708,Enterprise,$780.01 
1999 Chevrolet Malibu,83709,Enterprise,$525.00 
Desk,83779,General Fund,$1.00 
1994 Buick LeSabre,83710,Enterprise,$403.04 
1998 Pontiac Sunfire,83711,Enterprise,$505.00 
2006 Chevrolet Impala,83712,Enterprise,$3900.00 
Adidas Tennis Shoes,83713,Enterprise,$33.02 
Adidas Tennis Shoes,83714,Enterprise,$32.00 
Adidas Tennis Shoes,83715,Enterprise,$17.00 
Air Jordan Tennis Shoes,83716,Enterprise,$160.00 
Nike Tennis Shoes,83717,Enterprise,$32.00 
Nike Tennis Shoes,83718,Enterprise,$39.01 
Nike Tennis Shoes,83719,Enterprise,$41.00 
Nike Tennis Shoes,83721,Enterprise,$31.00 
Nike Boots,83722,Enterprise,$31.99 
KB-Ethos Hat,83723,Enterprise,$3.00 
Rocawear Hat,83724,Enterprise,$4.00 
New Era Hat,83727,Enterprise,$5.85 
New Era Hat,83728,Enterprise,$4.00 
New Era Hat,83729,Enterprise,$8.65 
New Era Hat,83730,Enterprise,$5.00 
New Era Hat,83731,Enterprise,$3.68 
New Era Hat,83732,Enterprise,$3.09 
Milwaukee Airless Paint Sprayer,83733,Enterprise,$200.01 
Bosch Miter Saw /Gravity Rise,83734,Enterprise,$370.00 
Ridgid Tile Saw,83735,Enterprise,$175.00 
Makita Jack Hammer,83736,Enterprise,$780.00 
Makita 18v Cordless Drill,83737,Enterprise,$62.00 
Bostitch Stapler,83738,Enterprise,$45.00 
Ridgid Stapler,83739,Enterprise,$35.00 
Bostitch Headless Pinner,83740,Enterprise,$42.00 
Ridgid Belt Sander,83741,Enterprise,$60.00 
Ridgid 5-Gallon Air Tank,83742,Enterprise,$42.00 
Bosch Fine Cut Saw,83743,Enterprise,$22.10 
DeWalt Finish Nailer w/AWP Bag,83744,Enterprise,$23.00 
Werner Aluminum Extension Plank,83745,Enterprise,$146.01 
Ridgid Circular Saw,83746,Enterprise,$42.00 
Bosch Router,83747,Enterprise,$130.00 
Husqvarna Chop Saw,83748,Enterprise,$317.00 
Husky Socket Set,83749,Enterprise,$106.02 
Hitachi Brad Nailer,83750,Enterprise,$21.00 
Bostitch Flooring Stapler,83751,Enterprise,$68.00 
Motorcycle Wheel Holder,83752,Enterprise,$79.00 
HP Printer,83754,General Fund,$103.00 
Server,83756,General Fund,$42.00 
18 Dell Computers,83759,General Fund,$1105.99 
PC Accessories,83761,General Fund,$535.00 
PC Accessories,83762,General Fund,$200.51 
Video Cards,83763,General Fund,$255.00 
Power Cords,83764,General Fund,$233.00 
PC Accessories,83765,General Fund,$103.00 
Water Cooler,83766,Enterprise,$21.00 
Water Cooler,83767,Enterprise,$25.00 
2 Carrels,83771,General Fund,$6.00 
2 Bar Stools,83772,Enterprise,$43.00 
Air Compressor,83773,Enterprise,$117.53 
Scale,83774,General Fund,$62.00 
Desk w/Return,83777,General Fund,$21.00 
Hon Desk,83780,General Fund,$9.20 
Hon Credenza,83781,General Fund,$27.00 
Table,83782,General Fund,$2.00 
Frigidaire Refrigerator,83783,General Fund,$125.01 
8 Compact Refrigerators,83784,Enterprise,$108.00 
Office Electronics,83785,Enterprise,$27.00 
1996 Chevrolet Impala,83786,Enterprise,$8550.50 
1995 Chevrolet Camaro,83787,Enterprise,$361.00 
1999 Chevrolet Suburban,83788,Enterprise,$1085.00 
2000 Chevrolet Camaro,83789,Enterprise,$925.00 
1996 Jeep Grand Cherokee,83790,Enterprise,$548.00 
1997 Chevrolet Corvette,83791,Enterprise,$12851.00 
1996 Chevrolet 2500,83792,Enterprise,$935.00 
1995 Ford Ranger,83793,Enterprise,$360.00 
1988 International Wrecker Truck,83794,Enterprise,$3500.99 
1995 Ford Ranger,83795,Enterprise,$390.99 
Titan Gooseneck Dual Axle Trailer,83796,Enterprise,$1775.00 
John Deere 5420 Tractor,83797,Enterprise,$5800.00 
John Deere 5420 Tractor,83798,Enterprise,$6200.00 
John Deere 5420 Tractor,83799,Enterprise,$6650.00 
4 Pictures,83800,General Fund,$15.02 
4 Pictures,83801,General Fund,$12.37 
8 Stackable Chairs,83802,General Fund,$21.00 
Medical Exam Table,83803,General Fund,$57.00 
Lateral File Cabinet,83804,General Fund,$21.00 
2 Chairs,83805,Enterprise,$11.00 
Book Case,83806,General Fund,$14.01 
8 Stackable Chairs,83807,General Fund,$27.00 
Desk,83809,General Fund,$4.00 
Office Chair,83810,General Fund,$21.00 
"Samsung 42"" Plasma Flat Screen TV",83811,Enterprise,$238.48 
Kangol Hat,83812,Enterprise,$6.00 
Kangol Hat,83814,Enterprise,$4.00 
Kangol Hat,83815,Enterprise,$6.00 
Table,83817,General Fund,$1.00 
Server,83819,General Fund,$21.00 
Server,83820,General Fund,$23.00 
Server,83821,General Fund,$42.25 
Server,83822,General Fund,$32.00 
Keyboard Trays,83823,General Fund,$21.00 
Cabinet & Shelves,83824,General Fund,$11.20 
Office Supplies,83825,Enterprise,$47.00 
Desk,83827,General Fund,$6.00 
Desk w/Hutch,83828,General Fund,$42.00 
Office Furniture,83829,General Fund,$11.00 
Cabinet,83830,General Fund,$86.01 
Cabinet,83831,General Fund,$81.00 
Cabinet,83832,General Fund,$69.80 
Dell Laptop,83833,General Fund,$93.00 
Dell Laptop,83834,General Fund,$68.00 
Dell Laptop,83835,General Fund,$73.00 
Dell Laptop,83836,General Fund,$170.00 
Dell Laptop,83837,General Fund,$172.01 
Dell Laptop,83840,General Fund,$175.00 
Lateral File Cabinet,83843,General Fund,$21.00 
Metal Shelf,83844,General Fund,$27.00 
Shelf,83845,General Fund,$45.10 
Office Chair,83847,General Fund,$8.00 
Office Chair,83848,General Fund,$4.00 
Table,83849,General Fund,$22.45 
Table,83850,General Fund,$6.00 
Table,83851,General Fund,$2.00 
Table,83852,General Fund,$4.00 
2 Stationary Chairs,83853,General Fund,$11.00 
2 Stationary Chairs,83854,General Fund,$9.01 
Desk w/Return,83855,General Fund,$195.00 
File Cabinet,83856,General Fund,$29.00 
Fire Hoses,83857,Enterprise,$44.60 
PC Carrel & Chair,83858,General Fund,$23.00 
PC Carrel & Chair,83859,General Fund,$27.50 
2 Child-Size Chairs,83862,General Fund,$6.02 
Exam Table,83863,General Fund,$65.00 
Book Case,83864,General Fund,$36.00 
Stationary Bike,83865,General Fund,$55.00 
Office Chair,83866,General Fund,$41.00 
20 McQuay Wall Sleeves,83869,Enterprise,$53.00 
15 Refrigerator Gaskets,83870,Enterprise,$70.56 
6 Broan Range Hoods,83871,Enterprise,$140.00 
Leopold Desk,83872,Enterprise,$39.60 
Book Shelf,83873,Enterprise,$22.69 
Display Case,83874,General Fund,$35.00 
Hon File Cabinet,83875,General Fund,$16.00 
File Cabinet,83876,General Fund,$16.00 
File Cabinet,83878,General Fund,$16.00 
2005 Chevrolet 1500,83879,Enterprise,$3213.45 
2003 Ford E-350 Cargo Van,83880,Enterprise,$1050.01 
2004 Chevrolet 2500,83881,Enterprise,$5025.00 
2003 Ford F-350,83883,Enterprise,$5700.00 
2001 Chevrolet Malibu,83884,Enterprise,$1627.00 
2005 Chevrolet 1500,83885,Enterprise,$1902.00 
2001 Chevrolet Malibu,83886,Enterprise,$1125.00 
2003 Chevrolet 1500,83887,Enterprise,$3025.00 
1998 Bobcat 753 Skid Steer,83888,Enterprise,$9100.00 
Whirlpool Refrigerator,83889,Enterprise,$54.00 
GE Refrigerator,83890,Enterprise,$44.00 
Cleveland Steamer,83891,Enterprise,$103.00 
2 Metal Shelves,83894,Enterprise,$11.00 
Southbend Steamer,83896,Enterprise,$125.00 
9 Projector Screens,83897,Enterprise,$110.00 
Data-Mate Table,83898,General Fund,$1.00 
Display Case,83899,General Fund,$238.00 
Display Case,83900,General Fund,$311.00 
Table,83901,General Fund,$6.00 
Table,83902,General Fund,$4.00 
"Dell 19"" Flat Screen Monitor",83903,Enterprise,$24.23 
"Dell 20"" Flat Screen Monitor",83905,Enterprise,$41.00 
Office Chair,83906,General Fund,$4.70 
Office Chair,83907,General Fund,$12.00 
Office Chair,83908,General Fund,$11.40 
"Sony 40"" LCD Flat Screen TV",83909,Enterprise,$165.00 
Gateway All-in-One Touch PC,83911,Enterprise,$308.00 
Nike Tennis Shoes,83912,Enterprise,$35.00 
Nike Tennis Shoes,83913,Enterprise,$57.38 
Nike Boots,83914,Enterprise,$57.00 
Nike Kids Boots,83915,Enterprise,$21.00 
Nike Kids Boots,83916,Enterprise,$21.00 
Razor Electric 4-Wheeler,83918,Enterprise,$130.00 
Dresser,83920,General Fund,$54.00 
Dell Monitor,83922,General Fund,$14.00 
Dell Computer,83930,General Fund,$68.51 
30 Dell Computers,83933,General Fund,$730.00 
34 Dell Computers,83934,General Fund,$750.00 
Dell Monitor,83936,General Fund,$6.00 
Dell Monitor,83937,General Fund,$11.00 
Whirlpool Washing Machine,83938,Enterprise,$57.00 
Hon File Cabinet,83947,General Fund,$11.11 
2 File Cabinets,83951,General Fund,$180.00 
Life Magazine Books,83952,General Fund,$190.00 
Table,83959,General Fund,$4.95 
Book Case,83966,General Fund,$50.00 
CPU Table,83968,General Fund,$4.01 
File Cabinet,83971,General Fund,$10.34 
File Cabinet,83972,General Fund,$11.43 
Lateral File Cabinet,83979,General Fund,$6.00 
Coat Rack,83983,General Fund,$27.00 
Office Supplies,83985,General Fund,$49.00 
Shelf,83986,General Fund,$20.00 
Chair,83988,General Fund,$8.00 
2004 Chevrolet 1500,84004,Enterprise,$2590.00 
Caterpillar Generator,84021,Enterprise,$2035.00 
1998 GMC 1500,84022,Enterprise,$1475.00 
Vacant Land - 1106 Glenview Drive Nashville TN 37206,83379,General Fund,$101632.00 
Ice Cream Box,83554,Enterprise,$81.00 
Vacant Land - 1821 3rd Avenue N Nashville TN 37208,83567,General Fund,$85600.00 
Ladies Diamond Ring,83656,Enterprise,$331.00 
Men's Diamond Band,83659,Enterprise,$530.00 
Ladies Bracelet,83664,Enterprise,$92.50 
Nike Tennis Shoes,83697,Enterprise,$27.00 
Adidas Tennis Shoes,83698,Enterprise,$47.00 
Nike Tennis Shoes,83720,Enterprise,$27.00 
Vacant Land - 1401 Chester Avenue Nashville TN 37206,83753,General Fund,$85100.00 
4 Carrels,83768,General Fund,$3.50 
4 Carrels,83769,General Fund,$10.00 
4 Carrels,83770,General Fund,$2.00 
Steelcase Desk,83776,General Fund,$10.00 
4-Drawer File Cabinet,83808,General Fund,$16.00 
Kangol Hat,83813,Enterprise,$8.77 
Kangol Hat,83816,Enterprise,$4.00 
Desk,83826,General Fund,$5.00 
Dell Laptop,83839,General Fund,$180.00 
Dell Laptop,83841,General Fund,$176.00 
Table & 6 Chairs,83860,General Fund,$95.00 
6 Chairs,83861,General Fund,$11.05 
2 Stationary Chairs,83867,General Fund,$27.00 
40 Dell Computers,83868,General Fund,$910.01 
File Cabinet,83877,General Fund,$6.00 
2001 Chevrolet Malibu,83882,Enterprise,$1825.00 
Metal Shelf,83892,Enterprise,$55.10 
Metal Shelf,83893,Enterprise,$55.16 
Low Temp Serving Line,83895,Enterprise,$125.00 
"Nexus 32"" LCD Flat Screen TV",83910,Enterprise,$103.00 
Dry Erase Board,83919,General Fund,$73.00 
Scale,83921,General Fund,$32.01 
Safety Equipment,83923,General Fund,$69.00 
Dell Computer,83932,General Fund,$27.00 
Southbend Fryer,83939,Enterprise,$200.00 
File Cabinet,83940,General Fund,$7.00 
Air Jordan Retro 10 Tennis Shoes,83941,Enterprise,$84.99 
"Dell 17"" Flat Screen Monitor",83946,General Fund,$2.00 
Cabinet,83948,General Fund,$15.00 
2 Cole Steel File Cabinets,83950,General Fund,$229.00 
File Cabinet,83953,General Fund,$11.11 
Table,83954,General Fund,$17.00 
Table,83956,General Fund,$4.00 
Table,83957,General Fund,$4.00 
Table,83958,General Fund,$4.00 
Credenza,83960,General Fund,$23.59 
Cabinet,83961,General Fund,$71.00 
Desk w/Hutch,83962,General Fund,$101.99 
Desk,83963,General Fund,$5.00 
Desk,83964,General Fund,$4.00 
Book Case,83965,General Fund,$40.01 
CPU Table,83967,General Fund,$1.00 
Credenza,83969,General Fund,$7.00 
4 File Cabinets,83970,General Fund,$25.00 
Frigidaire Refrigerator,83974,Enterprise,$75.01 
National Desk,83976,General Fund,$38.90 
Desk,83977,General Fund,$7.00 
Desk,83978,General Fund,$37.00 
Book Case,83980,General Fund,$9.96 
Book Case,83981,General Fund,$13.85 
Book Case,83982,General Fund,$26.31 
Admiral Refrigerator,83984,General Fund,$47.00 
Ritter Exam Table,83987,General Fund,$155.00 
Nokia Server,83989,General Fund,$11.00 
Nokia Server,83990,General Fund,$11.00 
Nokia Server,83991,General Fund,$11.95 
Nokia Server,83992,General Fund,$7.50 
Nokia Server,83993,General Fund,$7.00 
1 Pallet of Binders,83994,Enterprise,$35.99 
4-Drawer File Cabinet,83995,General Fund,$18.00 
Metal Shelf,83996,General Fund,$27.00 
Wooden Book Case,83997,General Fund,$16.03 
Table,83998,General Fund,$4.99 
Table,83999,General Fund,$9.00 
Safco Cart,84000,General Fund,$29.00 
File Carrier,84001,General Fund,$27.75 
1 Lot of Surge Protectors,84002,General Fund,$51.01 
6 Stationary Chairs,84003,General Fund,$20.00 
Office Chair,84005,General Fund,$5.70 
Office Chair,84006,General Fund,$5.00 
Office Chair,84007,General Fund,$6.00 
Office Chair,84008,General Fund,$6.50 
1996 GMC Safari,84009,Enterprise,$2750.00 
Office Chair,84010,General Fund,$7.70 
Office Chair,84011,General Fund,$11.00 
Office Chair,84012,General Fund,$4.00 
6 Cork Boards,84013,General Fund,$27.00 
2007 Chevrolet Impala,84014,Enterprise,$1275.00 
5 Cork Boards,84015,General Fund,$21.00 
Picture Frame,84016,General Fund,$11.00 
2005 Dodge Stratus,84017,Enterprise,$966.60 
2001 Chevrolet Malibu,84018,Enterprise,$2225.00 
2007 Chevrolet Impala,84020,Enterprise,$1000.00 
Gateway PC,84023,General Fund,$6.00 
3 Sharp Cash Registers,84024,Enterprise,$42.00 
"Philips 19"" TV",84025,General Fund,$5.00 
CPU Stand,84026,General Fund,$2.00 
Table,84028,General Fund,$4.99 
Holiday Refrigerator,84029,General Fund,$74.00 
HP Mice,84030,Enterprise,$13.01 
"Dell 20"" Flat Screen Monitor",84031,Enterprise,$33.02 
"Dell 20"" Flat Screen Monitor",84032,Enterprise,$37.01 
"Dell 20"" Flat Screen Monitor",84033,Enterprise,$37.01 
Desk,84034,Enterprise,$19.00 
Cabinet,84035,Enterprise,$78.00 
Cabinet,84036,Enterprise,$258.00 
Sink,84037,Enterprise,$16.00 
Table,84038,Enterprise,$11.00 
"Dell 17"" Flat Screen Monitor",84041,General Fund,$19.51 
"Dell 17"" Flat Screen Monitor",84042,General Fund,$19.51 
Dell Monitor,84043,General Fund,$12.00 
2 Servers,84044,General Fund,$10.00 
2 Servers,84045,General Fund,$10.00 
23 Dell Computers,84052,General Fund,$178.00 
Dell Laptop,84058,General Fund,$76.00 
Dell Laptop,84059,General Fund,$68.00 
Dell Laptop,84060,General Fund,$66.00 
Table,84061,General Fund,$2.00 
Printer,84062,General Fund,$54.00 
"Glacier Bay 30"" Vanity",84063,Enterprise,$78.00 
Glacier Bay Laundry Sink Cabinet,84064,Enterprise,$98.00 
"Glacier Bay 37"" Medicine Cabinet",84065,Enterprise,$55.00 
Bostitch Wire Weld Framing Nailer w/Nails,84066,Enterprise,$90.00 
Makita Battery Charger,84067,Enterprise,$21.00 
DeWalt Angle Grinder,84068,Enterprise,$42.00 
"DeWalt 1/2"" Reversing Drill",84069,Enterprise,$27.00 
Ridgid Sander,84070,Enterprise,$42.51 
Extension Cord,84071,Enterprise,$16.99 
Air Hose,84072,Enterprise,$11.01 
Bosch Hammer Drill,84073,Enterprise,$81.00 
Laser Level,84074,Enterprise,$70.01 
Ridgid Circular Saw,84075,Enterprise,$70.02 
Milwaukee Grinder,84076,Enterprise,$57.00 
Husky Tool Bag w/Assorted Bits,84077,Enterprise,$180.00 
DeWalt Table Saw,84078,Enterprise,$205.00 
4 Gas Cans,84079,Enterprise,$10.00 
Large Blue Tarp,84080,Enterprise,$16.00 
Large Black Tarp,84081,Enterprise,$11.55 
Knaack Tool Box,84082,Enterprise,$883.00 
300 Student Desks,84084,Enterprise,$722.07 
Shelf,84085,General Fund,$58.00 
PC Accessories,84086,General Fund,$103.00 
Bretford Projector Screen,84087,General Fund,$106.99 
Podium,84088,General Fund,$11.20 
Cart,84091,General Fund,$21.00 
Cart,84092,General Fund,$18.00 
Chair,84093,General Fund,$4.00 
Table,84094,General Fund,$7.66 
Table,84095,General Fund,$6.00 
CPU Table,84097,General Fund,$1.00 
Desk,84098,General Fund,$6.00 
Desk,84099,General Fund,$4.00 
Major-Lab Cabinet,84100,General Fund,$16.00 
Laerdal CPR Doll,84101,General Fund,$79.00 
Laerdal CPR Doll,84102,General Fund,$73.00 
Laerdal CPR Doll,84103,General Fund,$73.00 
Copier,84104,General Fund,$16.00 
Table & Chairs,84105,General Fund,$25.00 
Table & Chairs,84106,General Fund,$13.00 
Table & Chairs,84107,General Fund,$107.00 
30 Chairs,84108,General Fund,$175.00 
28 Chairs,84109,General Fund,$89.00 
10 Chairs,84110,General Fund,$57.00 
6 Chairs,84111,General Fund,$9.00 
3 Chairs,84112,General Fund,$9.00 
3 Chairs,84113,General Fund,$10.00 
2 Chairs,84114,General Fund,$4.00 
2002 Chevrolet Tahoe,84115,Enterprise,$5801.01 
1999 GMC Safari,84116,Enterprise,$2425.00 
2003 Chevrolet 1500,84117,Enterprise,$3225.00 
1998 Chevrolet Malibu,84118,Enterprise,$2301.01 
2003 Chevrolet 1500,84119,Enterprise,$2975.00 
2 Chairs & 4 Stools,84120,General Fund,$44.96 
17 Printers,84121,General Fund,$26.00 
2002 Toyota Prius,84122,Enterprise,$4150.00 
Office Electronics,84123,General Fund,$17.00 
Office Electronics,84124,General Fund,$99.00 
2003 Chevrolet 1500,84125,Enterprise,$5201.09 
Wire,84127,Enterprise,$78.99 
2001 Chevrolet Malibu,84128,Enterprise,$2835.01 
Radio Equipment,84129,Enterprise,$264.99 
Radio Equipment,84130,Enterprise,$815.00 
Cleats,84133,Enterprise,$1575.00 
Dell Laptop,84134,General Fund,$135.00 
Dell Laptop,84135,General Fund,$110.00 
Dell Laptop,84136,General Fund,$190.00 
Dell Laptop,84139,General Fund,$55.01 
Dell Laptop,84141,General Fund,$268.00 
Dell Computer,84146,General Fund,$68.51 
Dell Computer,84152,General Fund,$57.00 
Dell Computer,84153,General Fund,$57.00 
2 Dell Laptops,84154,General Fund,$41.52 
2 Dell Laptops,84155,General Fund,$37.51 
2 Dell Laptops,84160,General Fund,$52.52 
2 Dell Laptops,84162,General Fund,$52.51 
2 Dell Laptops,84166,General Fund,$80.01 
2003 Chevrolet Impala,84167,Enterprise,$1036.01 
Dell Computer,84169,General Fund,$66.02 
2006 Kia Sportage,84170,Enterprise,$4425.00 
Dell Computer,84175,General Fund,$52.00 
Camera,84178,General Fund,$51.01 
Camera,84179,General Fund,$37.00 
Printer Stand & Cart,84180,General Fund,$4.50 
2 Chairs,84181,Enterprise,$4.00 
Nike Tennis Shoes,84182,Enterprise,$42.00 
Assorted Electronics,84184,General Fund,$36.00 
HSM Shredder,84185,General Fund,$155.01 
2 Meco Metal Folding Chairs,84186,General Fund,$4.00 
Table,84189,General Fund,$9.00 
Table,84190,General Fund,$6.71 
Bench,84191,General Fund,$155.00 
Air King Fan,84192,General Fund,$39.00 
Health-O-Meter Scale,84194,General Fund,$37.00 
GE Microwave,84195,General Fund,$10.01 
GE Microwave,84196,General Fund,$27.00 
Itek Offset Duplicator,84197,General Fund,$140.00 
Rollem Auto Four Machine,84198,General Fund,$200.01 
AB Dick Printing Press,84199,General Fund,$615.00 
File Cabinet,84200,General Fund,$8.00 
Cabinet,84201,General Fund,$10.00 
Cart,84202,General Fund,$4.50 
300 Student Desks,84203,Enterprise,$655.00 
500 Gallon Gas Tank,84204,General Fund,$78.62 
Justrite Acids & Corrosives Storage Cabinet,84206,Enterprise,$54.00 
Justrite Flammable Storage Cabinet,84207,Enterprise,$127.00 
Beverage-Air Milk Cooler,84208,Enterprise,$46.00 
Beverage-Air Milk Cooler,84209,Enterprise,$50.01 
GE Refrigerator,84211,Enterprise,$52.01 
Whirlpool Refrigerator,84212,Enterprise,$65.00 
Kenmore Refrigerator,84213,Enterprise,$53.00 
Frigidaire Refrigerator,84214,Enterprise,$49.00 
Whirlpool Freezer,84215,Enterprise,$21.00 
Hamilton Piano,84216,Enterprise,$6.00 
Kimball Piano,84217,Enterprise,$11.00 
Table,84218,Enterprise,$13.00 
Mail Sorting Shelf,84219,Enterprise,$42.09 
Mail Sorting Shelf,84220,Enterprise,$133.09 
Mail Sorting Shelf,84221,Enterprise,$67.00 
Organizer Shelf,84222,Enterprise,$22.56 
Book Case,84223,Enterprise,$37.00 
Book Case,84224,Enterprise,$27.16 
5 Microwaves,84226,Enterprise,$16.00 
Bus Parts,84228,Enterprise,$890.00 
Toilets Sinks & Dispensers,84229,General Fund,$31.02 
Lund Vehicle Tablet Mounts,84230,General Fund,$192.01 
Landscaping Equipment,84232,General Fund,$209.00 
Onan Generator,84233,Enterprise,$510.00 
EPA Hoses & Clamps,84234,Enterprise,$63.44 
2 Tunnels,84235,Enterprise,$170.00 
Cushman Titan,84237,Enterprise,$421.50 
Cushman Titan,84238,Enterprise,$469.01 
Cushman Titan,84239,Enterprise,$673.00 
Cushman Minute Miser,84240,Enterprise,$393.50 
Table,84241,General Fund,$7.40 
File Cabinet,84243,General Fund,$10.00 
File Cabinet,84244,General Fund,$10.00 
